#,Name,Comments 1,Quarter,Down,Distance,Field Position,P/10,SY/GL,Red Area,Drive #,Drive Play #,Gain,R/P,Hash,Personnel,Backfield,Formation,Form Var,Motion,Starting Form,FIB,Endover,Form Adj Reduce,Y Location,Pass Concept,Pass Result,Run Concept,Run Strength,Play Type,Proctection,Front,Front Type,Stunt,Pressure Type,Coverage,2M/4M,BC/REC,QB,RB,TE,WR,Tempo,pff_OFFPERSONNELBASIC,pff_RUNPASS,pff_DRIVEPLAY,pff_HASHDEF,pff_PREVIOUSGAINLOSS,pff_GAINLOSS,pff_SCREEN,pff_QUICKGAME,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_PENALTY,pff_TOUCHDOWN,pff_TRICKLOOK,pff_TRICKPLAY,pff_TEMPO,pff_2MINUTE,pff_GARBAGETIME,pff_BALLCARRIER,pff_QB,pff_RBS,pff_WRS,pff_TES,pff_FRONTTYPE,pff_OFFFORMATIONGROUP,pff_RUNPASSOPTION,pff_PREVIOUSRUNPASS,pff_PASSRECEIVERTARGET,pff_BLITZDOG,pff_PASSCOVERAGEBASIC
119,"2511 UAB O vs USF, Play 039",,2,0,10,'-25,P,,,6,1,19,P,R,11,GN,TRIPS,STK,,,,,,ON,LEVELS,COMPLETE,,,DB,MAN,,4 DWN,,,,2,ALBI 06,ALBI 07,11,17,00; 06; 12,0,11,P,,R,75,19,0,0,,,,,0,0,0,2,0,ALBI 06,ALBI 07,11,00; 06; 12,17,OVER,1x3,0,,ALBI 06,0,COVER 4
120,"2511 UAB O vs USF, Play 040",,2,1,10,'-44,1,,,6,2,0,P,M,11,GF,TREY Y OFF,,,,,,,OFF,HITCH FADE,INCOMPLETE,,,DB,MAN,,4 DWN,,,,2,,ALBI 07,11,17,00; 08; 12,0,11,P,,C,19,0,0,0,,,,,0,0,0,2,0,,ALBI 07,11,00; 08; 12,17,ODD,1x3,0,P,ALBI 00,0,COVER 1
121,"2511 UAB O vs USF, Play 041",,2,2,10,'-44,2,,,6,3,5,P,M,11,GF,TREY Y OFF,,,,,,,OFF,CURLS,COMPLETE,,,DB,MAN,,4 DWN,,,,2,ALBI 12,ALBI 07,3,17,00; 06; 12,0,11,P,,C,,5,0,0,,,ALBI 17 IDP,,0,0,0,2,0,ALBI 12,ALBI 07,03,00; 06; 12,17,WIDE OVER,3x1,0,P,ALBI 12,1,COVER 3 SEAM
122,"2511 UAB O vs USF, Play 042",,2,2,15,'-39,2,,,6,4,0,P,M,11,GF,TREY Y OFF,,,,,,,OFF,FLOOD,INCOMPLETE,,,DB,MAN,,4 DWN,,,,2,,ALBI 07,3,17,00; 06; 12,0,11,P,,C,5,0,0,0,,,,,0,0,0,2,0,,ALBI 07,03,00; 06; 12,17,ODD,3x1,0,P,ALBI 03,0,COVER 3
123,"2511 UAB O vs USF, Play 043",,2,3,15,'-39,3,,,6,5,0,P,M,11,GN,DOUBLES,,,,,,,OPEN,OVER,INCOMPLETE,,,DB,MAN,,3 DWN,,,,2,,ALBI 07,3,17,00; 06; 12,0,11,P,,C,,0,0,0,,,FLSO D04 ILHd,,0,0,0,2,0,,ALBI 07,03,00; 06; 12,17,ODD,2x2,0,P,ALBI 17,0,COVER 4
124,"2511 UAB O vs USF, Play 044",,2,1,10,'+46,1,,,6,6,'-2,P,M,11,GN,DOUBLES,,H RETURN,,,,,OPEN,HI-LO,COMPLETE,,,DB,MAN,,4 DWN,,,,2,ALBI 04,ALBI 07,4,17,00; 08; 12,0,11,P,,C,,'-2,0,0,,,,,0,0,0,2,0,ALBI 04,ALBI 07,04,00; 08; 12,17,WIDE UNDER,2x2,0,P,ALBI 04,1,COVER 2
125,"2511 UAB O vs USF, Play 045",,2,2,12,'+48,2,,,6,7,14,P,L,11,GF,TRIPS OPEN,,,,,,,OPEN,CURLS,COMPLETE,,,DB,MAN,,3 DWN,,,,2,ALBI 08,ALBI 07,4,17,00; 06; 08,0,11,P,,L,'-2,14,0,0,,,,,0,0,0,2,0,ALBI 08,ALBI 07,04,00; 06; 08,17,ODD,3x1,0,P,ALBI 08,1,COVER 4
126,"2511 UAB O vs USF, Play 046",,2,1,10,'+34,1,,,6,8,'-7,P,R,11,GF,TRIPS,,,,,,,ON,CURLS,SACK,,,DB,MAN,,4 DWN,,,,2,ALBI 07,ALBI 07,4,17,00; 06; 12,0,11,P,,R,14,'-7,0,0,,,ALBI 72 ILH,,0,0,0,2,0,ALBI 07,ALBI 07,04,00; 06; 12,17,ONE INTERIOR,1x3,0,P,,1,COVER 1
127,"2511 UAB O vs USF, Play 047",,2,1,25,'+49,1,,,6,9,0,P,R,11,GF,TREY Y OFF,,,,,,,OFF,SPACING,INCOMPLETE,,,DB,MAN,,3 DWN,,,,2,,ALBI 07,4,17,00; 06; 12,0,11,P,,R,'-7,0,0,0,,,,,0,0,0,2,0,,ALBI 07,04,00; 06; 12,17,ODD,1x3,0,P,ALBI 00,0,COVER 2
128,"2511 UAB O vs USF, Play 048",,2,2,25,'+49,2,,,6,10,0,P,R,11,GN,TRIPS OPEN FIB,,,,X,,,OPEN,HAIL MARY,INTERCEPTION,,,DB,MAN,,3 DWN,,,,2,,ALBI 07,4,17,00; 06; 12,0,11,P,,R,,0,0,0,,,,,0,0,0,2,0,,ALBI 07,04,00; 06; 12,17,ODD,3x1,0,P,ALBI 17,0,PREVENT
129,"2511 UAB O vs USF, Play 049",,3,0,10,'-25,P,,,7,1,2,R,L,12,GN,KING U OFF,,Z MTR,,,,X,SLOT,,,SPL ZN,WK,ZN,,,4 DWN,,,,0,ALBI 04,ALBI 07,4,17; 85,00; 08,0,12,R,,L,69,2,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 08,17; 85,WIDE UNDER,3x1,1,,,0,COVER 3
130,"2511 UAB O vs USF, Play 050",,3,2,8,'-27,2,,,7,2,21,P,LM,11,GF,NUMBERS,,T RELOAD,,,,,OFF,POST WHEEL,COMPLETE,,,NKD,,,3 DWN,,,,0,ALBI 85,ALBI 15,11,85,00; 06; 08,0,11,P,,C,2,21,0,0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 85,ALBI 15,11,00; 06; 08,85,EVEN,2x4,1,R,ALBI 85,0,COVER 3
131,"2511 UAB O vs USF, Play 051",,3,1,10,'-48,1,,,7,3,2,R,R,11,GEMP,NUMBERS,,,,,,,OFF,,,Q Y INSERT,,ZN,,,,,,,0,ALBI 15,ALBI 15,11,85,00; 06; 08,1,11,R,,R,21,2,0,,,DRAW,FLSO D08 DOF; (D) FLSO D99 ILS,,1,1,1,0,0,ALBI 15,ALBI 15,11,00; 06; 08,85,ONE INTERIOR,5x2,1,P,,0,COVER 3 SEAM
132,"2511 UAB O vs USF, Play 052",,3,1,5,'+47,1,,,7,4,0,R,R,11,GF,TRIPS,,,,,,,ON,,,INSIDE ZN SS,WK,ZN,,,4 DWN,,,,0,ALBI 11,ALBI 07,11,85,00; 06; 12,0,11,R,,R,2,0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06; 12,85,WIDE OVER,1x3,1,R,,0,COVER 1
133,"2511 UAB O vs USF, Play 053",,3,2,5,'+47,2,,,7,5,11,P,M,12,GN,TWINS U STING,,,,,,,WING SLOT,HITCH,COMPLETE,,,QK,GAP,,4 DWN,,,,0,ALBI 00,ALBI 07,4,17; 85,00; 06,0,12,P,,C,0,11,0,1,,PULL LEAD,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 08,17; 85,WIDE OVER,2x2,1,R,ALBI 00,1,COVER 4
134,"2511 UAB O vs USF, Play 054",,3,1,10,'+36,1,,,7,6,0,P,L,12,PSTL,ACE YU OFF,,,,,,,OFF,OVERS,INCOMPLETE,,,PA,FS RT,,4 DWN,,,,0,,ALBI 07,4,17; 85,00; 12,0,12,P,,L,11,0,0,0,,OUTSIDE ZONE,,,0,0,0,0,0,,ALBI 07,04,00; 12,17; 85,WIDE OVER,2x2,0,P,ALBI 12,1,COVER 3
135,"2511 UAB O vs USF, Play 055",,3,2,10,'+36,2,,,7,7,6,P,L,11,GN,TREY Y OFF,,,,,,,OFF,DIGS,RUN,,,PA,GAP,,4 DWN,,,,0,ALBI 07,ALBI 07,4,17,00; 06; 12,0,11,P,,L,,6,0,0,,PULL LEAD,,,0,0,0,0,0,ALBI 07,ALBI 07,04,00; 06; 12,17,WIDE OVER,3x1,0,P,,1,COVER 3 CLOUD
136,"2511 UAB O vs USF, Play 056",,3,3,4,'+30,3,,,7,8,23,P,L,12,GN,KING U OFF,,,,,,,SLOT,GLANCE,COMPLETE,,,RPO,ZONE,,5 DWN,,,,0,ALBI 00,ALBI 07,4,17; 85,00; 08,0,12,P,,L,6,23,0,1,,INSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 08,17; 85,UNDER,3x1,1,P,ALBI 00,1,COVER 3 CLOUD
137,"2511 UAB O vs USF, Play 057",,3,1,7,'+7,1,,RA,7,9,0,P,L,21,GN,PRO Y OFF,,F REVERSE,,,,,OFF,OVERS,INTERCEPTION,,,PA,FS RT,,4 DWN,,,,0,,ALBI 07,03; 11,17,00; 06,0,21,P,,L,23,0,0,0,,UNDEFINED,,,0,0,0,0,0,,ALBI 07,03; 11,00; 06,17,UNDER,2x2,0,P,ALBI 06,0,RED ZONE
138,"2511 UAB O vs USF, Play 058",,3,0,10,'-25,P,,,8,1,5,R,R,12,DOT,ACE YU OFF,,,,,,,OFF,,,OZ,,ZN,,,4 DWN,,,,0,ALBI 03,ALBI 07,3,17; 85,00; 12,0,12,R,,R,65,5,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 12,17; 85,WIDE OVER,2x2,0,,,0,COVER 3 SEAM
139,"2511 UAB O vs USF, Play 059",,3,2,5,'-30,2,,,8,2,4,P,R,21,GN,TRIPS BUNCH,,Z MTR,,,,,ON,TUNNEL SCR,COMPLETE,,,SCR,SPO,,4 DWN,,,,0,ALBI 11,ALBI 07,03; 11,85,00; 06,1,21,P,,R,5,4,1,0,,TRICK,,,0,0,1,0,0,ALBI 11,ALBI 07,03; 11,00; 06,85,WIDE OVER,1x3,0,R,ALBI 11,0,COVER 3 CLOUD
140,"2511 UAB O vs USF, Play 060",,3,3,1,'-34,3,SY,,8,3,12,R,L,22,DEMP,EMPTY 3x2 TF STING FIB,,T MTR,,X,,,ON,,,JET SWEEP,WK,JET,,,6 DWN,,,,0,ALBI 11,ALBI 07,04; 11,17; 85,6,0,22,R,,L,4,12,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,04; 11,06,17; 85,DOUBLE PLUG,2x3,0,P,,0,COVER 0
141,"2511 UAB O vs USF, Play 061",,3,1,10,'-46,1,,,8,4,5,P,L,12,GF,TWINS U STING,,,,,,,WING SLOT,HITCHES,COMPLETE,,,RPO,SPO,,4 DWN,,,,0,ALBI 00,ALBI 07,4,17; 85,00; 06,0,12,P,,L,12,5,0,1,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06,17; 85,OVER,2x2,1,R,ALBI 00,0,COVER 4
142,"2511 UAB O vs USF, Play 062",,3,2,5,'+49,2,,,8,5,0,P,R,11,GF,TREY Y OFF,,,,,,,OFF,HITCH FADE,INCOMPLETE,,,DB,HS,,4 DWN,,,,0,,ALBI 07,4,17,00; 06; 12,0,11,P,,R,5,0,0,0,,,,,0,0,0,0,0,,ALBI 07,04,00; 06; 12,17,OVER,1x3,0,P,ALBI 00,0,COVER 3 SEAM
143,"2511 UAB O vs USF, Play 063",,3,3,5,'+49,3,,,8,6,'-1,R,R,12,GN,TWINS U STING,,,,,,,WING SLOT,,,IZ,WK,ZN,,,4 DWN,,,,0,ALBI 04,ALBI 07,4,17; 85,00; 08,0,12,R,,R,,'-1,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 08,17; 85,WIDE OVER,2x2,1,P,,0,COVER 1
144,"2511 UAB O vs USF, Play 064",,3,4,6,'+50,4,,,8,7,'-5,P,C,11,GF,TREY Y OFF,STK,Y MO,,,,X,OFF,SPACING,SACK,,,DB,MAN,,4 DWN,,,,0,ALBI 07,ALBI 07,4,85,00; 06; 12,0,11,P,,C,'-1,'-5,0,0,,,,,0,0,0,0,0,ALBI 07,ALBI 07,04,00; 06; 12,85,WIDE OVER,3x1,0,R,,0,COVER 1
145,"2511 UAB O vs USF, Play 065",,3,0,10,'-25,P,,,9,1,0,P,R,11,GN,TREY Y OFF,,,,,,,OFF,OVERS,INCOMPLETE,,,PA,GAP,,4 DWN,,,,0,,ALBI 07,11,17,00; 06; 12,0,11,P,,R,71,0,0,0,,POWER,,,0,0,0,0,0,,ALBI 07,11,00; 06; 12,17,WIDE OVER,1x3,0,,ALBI 00,0,COVER 3 SEAM
146,"2511 UAB O vs USF, Play 066",,3,2,10,'-25,2,,,9,2,'-1,R,R,12,GN,KING U OFF,,,,,,,SLOT,,,SPL ZN,WK,ZN,,,4 DWN,,,,0,ALBI 11,ALBI 07,11,17; 85,00; 08,0,12,R,,R,,'-1,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 08,17; 85,WIDE UNDER,1x3,1,P,,0,COVER 3 SEAM
147,"2511 UAB O vs USF, Play 067",,3,3,11,'-24,3,,,9,3,0,P,R,11,GEMP,NUMBERS,,,,,,,OPEN,NOW SCR,INCOMPLETE,,,DB,,,3 DWN,,,,0,,ALBI 15,11,17,00; 06; 08,1,11,P,,R,'-1,0,0,0,,,,,0,0,1,0,0,,ALBI 15,11,00; 06; 08,17,ODD,5x2,0,R,ALBI 06,0,COVER 3 SEAM
148,"2511 UAB O vs USF, Play 068",,3,0,10,'-25,P,,,10,1,0,P,R,30,PSTL,DUO FR OFF,,,,,,,,POST WHEEL,INCOMPLETE,,,NKD,ZONE,,4 DWN,,,,0,,ALBI 15,03; 04; 11,,00; 06,0,30,P,,R,13,0,0,0,,MAN,(D) ALBI 68 IDP,,0,0,0,0,0,,ALBI 15,03; 04; 11,00; 06,,WIDE UNDER,2x2,0,P,ALBI 04,0,COVER 4
149,"2511 UAB O vs USF, Play 069",,3,2,10,'-25,2,,,10,2,13,P,R,11,GF,TREY Y OFF,SNUG,Z OUT,,,,,OFF,DEEP SPOT,COMPLETE,,,DB,HS,,4 DWN,,,,0,ALBI 85,ALBI 07,3,85,00; 06; 12,0,11,P,,R,,13,0,0,,,,,0,0,0,0,0,ALBI 85,ALBI 07,03,00; 06; 12,85,WIDE OVER,1x3,0,P,ALBI 85,1,COVER 4
150,"2511 UAB O vs USF, Play 070",,3,1,10,'-38,1,,,10,3,13,P,L,11,GN,TREY Y OFF BUNCH,,,,,,X,OFF,HITCH,COMPLETE,,,RPO,ZONE,,4 DWN,,,,0,ALBI 06,ALBI 07,3,85,00; 06; 12,0,11,P,,L,13,13,0,1,,INSIDE ZONE,,,0,0,0,0,0,ALBI 06,ALBI 07,03,00; 06; 12,85,WIDE OVER,3x1,1,P,ALBI 06,0,COVER 3
151,"2511 UAB O vs USF, Play 071",,3,1,10,'+49,1,,,10,4,0,P,LM,12,PSTL,KING U OFF,STK,U MO,,,,X,SLOT,VERT Z,INCOMPLETE,,,PA,FS LT,,5 DWN,,,,0,,ALBI 07,3,17; 85,00; 12,0,12,P,,C,13,0,0,0,,OUTSIDE ZONE,FLSO D01 DPI,,0,0,0,0,0,,ALBI 07,03,00; 12,17; 85,UNDER,3x1,0,P,ALBI 12,0,COVER 1
152,"2511 UAB O vs USF, Play 072",,3,1,10,'+34,1,,,10,5,15,P,LM,11,GN,TRIPS,,,,,,,ON,LEVELS,COMPLETE,,,DB,MAN,,4 DWN,,,,0,ALBI 00,ALBI 07,11,17,00; 06; 08,0,11,P,,C,,15,0,0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,11,00; 06; 08,17,WIDE OVER,3x1,0,P,ALBI 00,0,COVER 3 SEAM
153,"2511 UAB O vs USF, Play 073",,3,1,10,'+19,1,,RA,10,6,7,R,L,11,GN,TRIPS,,,,,,,ON,,,OZ,WK,ZN,,,4 DWN,,,,0,ALBI 11,ALBI 07,11,17,00; 06; 12,0,11,R,,L,15,7,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06; 12,17,OVER,3x1,0,P,,1,COVER 1
154,"2511 UAB O vs USF, Play 074",,4,2,3,'+12,2,,RA,10,7,9,R,R,11,GN,TREY Y OFF,,Z MTR,,,,X,OFF,,,SPL ZN SS,STR,ZN,,,4 DWN,,,,0,ALBI 11,ALBI 07,11,17,00; 06; 08,0,11,R,,R,7,9,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06; 08,17,WIDE OVER,1x3,0,R,,0,COVER 3
155,"2511 UAB O vs USF, Play 075",,4,1,3,'+3,1,GL,RA,10,8,0,R,RM,11,GN,TREY Y OFF BUNCH,,,,,,,OFF,,,IZ,WK,ZN,,,4 DWN,,,,0,ALBI 11,ALBI 07,11,17,00; 06; 08,1,11,R,,C,9,0,0,,,INSIDE ZONE,,,0,0,1,0,0,ALBI 11,ALBI 07,11,00; 06; 08,17,OVER,1x3,0,R,,1,COVER 0
156,"2511 UAB O vs USF, Play 076",,4,2,3,'+3,2,GL,RA,10,9,3,R,M,12,GF,KING U OFF,,,,,,,SLOT,,,IZ,STR,ZN,,,4 DWN,,,,0,ALBI 11,ALBI 07,11,17; 85,00; 08,0,12,R,,C,0,3,0,,,INSIDE ZONE,,ALBI 11,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 08,17; 85,WIDE UNDER,1x3,0,R,,0,RED ZONE
157,"2511 UAB O vs USF, Play 077",,4,5,0,'+3,5,GL,RA,,,3,R,R,13,GF,ACE U OFF B HIP,,,,,,,,,,Q FOLLOW,WK,ZN,,,4 DWN,,,,0,ALBI 15,ALBI 15,4,17; 44; 85,6,0,13,R,,R,3,3,0,,,MAN,,,0,0,0,0,0,ALBI 15,ALBI 15,04,06,17; 44; 85,WIDE UNDER,1x2,0,R,,0,RED ZONE
158,"2511 UAB O vs USF, Play 078",,4,0,10,'-25,P,,,11,1,5,R,R,11,GN,DUO Y OFF,,,,,,,OFF,,,CTR OY,WK,GAP,,,3 DWN,,,,0,ALBI 04,ALBI 07,4,85,00; 06; 12,0,11,R,,R,75,5,0,,,COUNTER,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 12,85,ODD,2x2,1,,,0,COVER 4
159,"2511 UAB O vs USF, Play 079",,4,2,5,'-30,2,,,11,2,18,P,LM,11,GF,TRIPS OPEN,,,,,,X,OPEN,FLOOD,COMPLETE,,,DB,MAN,,4 DWN,,,,0,ALBI 00,ALBI 07,4,85,00; 06; 12,1,11,P,,L,5,18,0,0,,,,,0,0,1,0,0,ALBI 00,ALBI 07,04,00; 06; 12,85,WIDE OVER,3x1,0,R,ALBI 00,0,COVER 4
160,"2511 UAB O vs USF, Play 080",,4,1,10,'-48,1,,,11,3,0,R,R,11,PSTL,DUO Y OFF,,X MTR,,,,X,OFF,,,IZ,WK,ZN,,,4 DWN,,,,0,ALBI 04,ALBI 07,4,85,00; 06; 12,1,11,R,,R,18,0,0,,,MAN,,,0,0,1,0,0,ALBI 04,ALBI 07,04,00; 06; 12,85,OVER,2x2,0,P,,0,COVER 1
161,"2511 UAB O vs USF, Play 081",,4,2,10,'-48,2,,,11,4,8,P,R,11,GF,TRIPS,,,,,,,ON,OVER,RUN,,,DB,MAN,,3 DWN,,,,0,ALBI 07,ALBI 07,4,85,00; 06; 12,0,11,P,,R,0,8,0,0,,UNDEFINED,,,0,0,0,0,0,ALBI 07,ALBI 07,04,00; 06; 12,85,ONE INTERIOR,1x3,0,R,,1,COVER 1
162,"2511 UAB O vs USF, Play 082",,4,3,2,'+44,3,SY,,11,5,3,R,R,23TT,I NR,UNBAL TO B HIP,,,,,,,,,,TOSS SWEEP,STR,ZN,,,5 DWN,,,,0,ALBI 04,ALBI 07,03; 04,85,,0,21 (**),R,,R,8,3,0,,,OUTSIDE ZONE,,,0,1,0,0,0,ALBI 04,ALBI 07,03; 04,,85,OVER,0x2,0,P,,1,COVER 0
163,"2511 UAB O vs USF, Play 083",,4,1,10,'+41,1,,,11,6,2,P,M,21,GS,PRO Y OFF,,,,,,,OFF,SWING F,COMPLETE,,,RPO,GAP,,4 DWN,,,,0,ALBI 04,ALBI 07,03; 04,17,00; 06,0,21,P,,C,3,2,0,0,,PULL LEAD,,,0,0,0,0,0,ALBI 04,ALBI 07,03; 04,00; 06,17,WIDE OVER,2x1,1,R,ALBI 04,1,COVER 2
164,"2511 UAB O vs USF, Play 084",,4,2,8,'+39,2,,,11,7,0,P,L,21,GN,TREY Y OFF,,,,,,,OFF,VERTS RD,INCOMPLETE,,,DB,FS RT,,4 DWN,,,,0,,ALBI 07,03; 04,17,00; 06,0,21,P,,L,2,0,0,0,,UNDEFINED,,,0,0,0,0,0,,ALBI 07,03; 04,00; 06,17,WIDE OVER,3x1,0,P,ALBI 03,1,COVER 2
165,"2511 UAB O vs USF, Play 085",,4,3,8,'+39,3,,,11,8,14,P,L,11,GF,TREY Y OFF,STK,,,,,X,OFF,CURL FLAT,COMPLETE,,,DB,MAN,,3 DWN,,,,0,ALBI 00,ALBI 07,4,17,00; 06; 12,0,11,P,,L,,14,0,0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06; 12,17,ODD,3x1,0,P,ALBI 00,1,COVER 4
166,"2511 UAB O vs USF, Play 086",,4,1,10,'+25,1,,RA,11,9,16,P,RM,21,PSTL NR,PRO TWINS,,,,,,,ON,FLOOD,COMPLETE,,,NKD,ZONE,,4 DWN,,,,0,ALBI 00,ALBI 07,03; 04,17,00; 06,0,21,P,,R,14,16,0,0,,MAN,,,0,0,0,0,0,ALBI 00,ALBI 07,03; 04,00; 06,17,OVER,1x2,1,P,ALBI 00,1,COVER 4
167,"2511 UAB O vs USF, Play 087",,4,1,9,'+9,1,,RA,11,10,0,P,L,21,PSTL FR,PRO TWINS,,,,,,,ON,SLIPPER F,BATTED PASS,,,RPO,ZONE,,4 DWN,,,,0,,ALBI 07,03; 11,17,00; 06,0,21,P,,L,16,0,0,0,,MAN,,,0,0,0,0,0,,ALBI 07,03; 11,00; 06,17,OVER,2x1,1,P,,1,COVER 0
168,"2511 UAB O vs USF, Play 088",,4,2,9,'+9,2,,RA,11,11,6,R,L,12,GN,KING U OFF,STK,,,,,,SLOT,,,SPL ZN,WK,ZN,,,4 DWN,,,,0,ALBI 04,ALBI 07,4,17; 85,00; 06,0,12,R,,L,,6,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06,17; 85,ODD,3x1,1,P,,1,RED ZONE
169,"2511 UAB O vs USF, Play 089",,4,3,3,'+3,3,GL,RA,11,12,1,R,L,13,GF,ACE U OFF B HIP,,,,,,,,,,Q FOLLOW,WK,ZN,,,4 DWN,,,,0,ALBI 15,ALBI 15,4,17; 44; 85,6,0,13,R,,L,6,1,0,,,MAN,,,0,0,0,0,0,ALBI 15,ALBI 15,04,06,17; 44; 85,OVER,2x1,0,R,,1,COVER 0
170,"2511 UAB O vs USF, Play 090",,4,4,2,'+2,4,GL,RA,11,13,1,P,L,11,GF,DUO Y OFF,STK,Y MTR,,,,X,OFF,SPACING,COMPLETE,,,QK,FS LT,,4 DWN,,,,0,ALBI 17,ALBI 07,4,17,00; 06; 08,0,11,P,,L,1,1,0,1,,,,,0,0,0,0,0,ALBI 17,ALBI 07,04,00; 06; 08,17,OVER,2x2,0,R,ALBI 17,1,COVER 0
171,"2511 UAB O vs USF, Play 091",,4,0,10,'-25,P,,,12,1,3,R,R,11,GF,TREY Y OFF,,Y NR,,,,,OFF,,,IZ,STR,ZN,,,4 DWN,,,,0,ALBI 30,ALBI 16,30,87,12; 13; 84,0,11,R,,R,75,3,0,,,INSIDE ZONE,,,0,0,0,0,1,ALBI 30,ALBI 16,30,12; 13; 84,87,OVER,1x3,0,,,0,COVER 3 SEAM
172,"2511 UAB O vs USF, Play 092",,4,2,7,'-28,2,,,12,2,4,R,M,11,PSTL,DUO Y OFF,,X MTR,,,,,OFF,,,IZ,WK,ZN,,,4 DWN,,,,0,ALBI 30,ALBI 16,30,87,12; 13; 84,1,11,R,,C,3,4,0,,,MAN,,,0,0,1,0,1,ALBI 30,ALBI 16,30,12; 13; 84,87,OVER,2x2,0,R,,0,COVER 3
173,"2511 UAB O vs USF, Play 093",,4,3,3,'-32,3,,,12,3,2,R,M,11,GN,TREY Y OFF,,,,,,,OFF,,,ZONE READ ARC,WK,ZN,,,4 DWN,,,,0,ALBI 16,ALBI 16,30,87,12; 13; 84,0,11,R,,C,4,2,0,,,INSIDE ZONE,,,0,0,0,0,1,ALBI 16,ALBI 16,30,12; 13; 84,87,WIDE OVER,3x1,0,R,,0,COVER 3 SEAM
174,"2511 UAB O vs USF, Play 094",,4,4,1,'-34,4,SY,,12,4,7,R,R,11,PSTL,DUO Y OFF,,X MTR,,,,,OFF,,,IZ,WK,ZN,,,4 DWN,,,,0,ALBI 30,ALBI 16,30,87,13; 81; 84,0,11,R,,R,2,7,0,,,MAN,,,0,0,0,0,1,ALBI 30,ALBI 16,30,13; 81; 84,87,WIDE OVER,2x2,0,R,,0,COVER 3
175,"2511 UAB O vs USF, Play 095",,4,1,10,'-41,1,,,12,5,0,P,RM,11,GF,DUO Y OFF,,,,,,,OFF,OVER,INCOMPLETE,,,DB,HS,,4 DWN,,,,0,,ALBI 16,30,87,13; 81; 84,0,11,P,,C,7,0,0,0,,,,,0,0,0,0,1,,ALBI 16,30,13; 81; 84,87,WIDE UNDER,2x2,0,R,ALBI 84,0,COVER 3 SEAM
176,"2512 UAB O @ Tulsa, Play 001",,1,0,10,'-24,P,,,1,1,17,P,M,11,GN,TREY Y OFF,STK,,,,,,OFF,HITCH,COMPLETE,,,RPO,,,,,,,0,ALBI 17,ALBI 07,4,17,00; 06; 12,0,11,P,,C,0,17,0,1,,INSIDE ZONE,,,0,0,0,0,0,ALBI 17,ALBI 07,04,00; 06; 12,17,WIDE OVER,3x1,1,R,ALBI 17,1,COVER 2
177,"2512 UAB O @ Tulsa, Play 002",,1,1,10,'-41,1,,,1,2,5,R,M,11,PSTL,DUO Y OFF,SNUG,Z MTR,,,,,OFF,,,SPL ZN,STR,ZN,,,4 DWN,,,,0,ALBI 04,ALBI 07,4,17,00; 06; 12,1,11,R,,C,17,5,0,,,MAN,,,0,0,1,0,0,ALBI 04,ALBI 07,04,00; 06; 12,17,WIDE UNDER,2x2,1,P,,0,COVER 3
178,"2512 UAB O @ Tulsa, Play 003",,1,2,5,'-46,2,,,1,3,1,R,RM,12,GN,TWINS U STING,,,,,,,WING SLOT,,,CTR OY,WK,GAP,,,,,,,0,ALBI 04,ALBI 07,4,17; 85,00; 08,1,12,R,,C,5,1,0,,,COUNTER,,,0,0,1,0,0,ALBI 04,ALBI 07,04,00; 08,17; 85,WIDE UNDER,2x2,1,R,,0,COVER 2
179,"2512 UAB O @ Tulsa, Play 004",,1,3,4,'-47,3,,,1,4,0,P,R,11,GN,DUO Y OFF,SNUG,Z MTR,,,,,OFF,SPACING,THROWN AWAY,,,DB,MAN,,4 DWN,,,,0,,ALBI 07,4,85,00; 06; 18,0,11,P,,R,1,0,0,1,,,,,0,0,0,0,0,,ALBI 07,04,00; 06; 18,85,EVEN,2x2,0,R,,1,COVER 1
